            perf 82256 [002] 2603822.105073:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105080:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105082:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105084:         21 cpu/event=0xC0,umask=0x00/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105089:          1 cpu/event=0x3C,umask=0x00/u:      7fd5ecfa3007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105091:          1 cpu/event=0x3C,umask=0x00/u:      7fd5ecfa3007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105093:          7 cpu/event=0x3C,umask=0x00/u:      7fd5ecfa3007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105095:         51 cpu/event=0x3C,umask=0x00/u:      7fd5ecfa3007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105097:        368 cpu/event=0x3C,umask=0x00/u:      7fd5ecfa3007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105099:       2666 cpu/event=0x3C,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105099:        145 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105104:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105106:          1 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105108:          7 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105110:         50 cpu/event=0xD0,umask=0x81/u:            469d10 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105118:          1 cpu/event=0xC5,umask=0x00/u:            469d2a perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105119:      18332 cpu/event=0x3C,umask=0x00/u:            469d2a perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105121:        248 cpu/event=0xC0,umask=0x00/u:            469d07 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105123:          1 cpu/event=0xD0,umask=0x82/u:      7fd5ecfa3005 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82256 [002] 2603822.105165:          1 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105178:        356 cpu/event=0xD0,umask=0x81/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105180:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105181:          2 cpu/event=0xC5,umask=0x00/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105203:          1 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105214:          4 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105272:          2 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105286:        364 cpu/event=0xC0,umask=0x00/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105299:          2 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105324:          5 cpu/event=0xC5,umask=0x00/u:            469d34 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105326:          3 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105378:          4 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105453:        347 cpu/event=0xC0,umask=0x00/u:            469d02 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82256 [002] 2603822.105456:          5 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
            perf 82256 [002] 2603822.105529:          6 cpu/event=0xD0,umask=0x82/u:  ffffffff8186a950 entry_SYSCALL_64 ([kernel.kallsyms])
