            perf 82691 [026] 2603857.142710:          1 cpu/event=0xC0,umask=0x00/u:            469d19 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142719:          1 cpu/event=0xC0,umask=0x00/u:            469cad perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142722:          3 cpu/event=0xC0,umask=0x00/u:            469cf5 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142726:         15 cpu/event=0xC0,umask=0x00/u:      7fea88f31000 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142731:          1 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142734:          1 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142737:          5 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142740:         26 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142743:        134 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142744:         74 cpu/event=0xC0,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142747:        691 cpu/event=0x3C,umask=0x00/u:      7fea88f31007 __GI___ioctl (/lib/x86_64-linux-gnu/libc-2.23.so)
            perf 82691 [026] 2603857.142753:          1 cpu/event=0xD0,umask=0x81/u:            469d1e perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142754:       2961 cpu/event=0x3C,umask=0x00/u:            469d1e perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142757:          1 cpu/event=0xD0,umask=0x81/u:            469d1e perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142760:          5 cpu/event=0xD0,umask=0x81/u:            469d1e perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
            perf 82691 [026] 2603857.142763:         26 cpu/event=0xD0,umask=0x81/u:            469cb4 perf_evlist__enable (/usr/lib/linux-tools-4.4.0-194/perf)
